                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.5646,                 2.5213,                 1.5853,                0.15554,                0.37327,                0.15987,                0.07392,                 2.0495,                 3.5807,                 2.0226,             0.00033077,             0.00033077,             0.00033077
                      2,                 1.6281,                  2.186,                   1.63,                0.06149,                0.39984,                0.08325,                0.05123,                 1.6791,                 14.431,                 1.8362,             0.00065753,             0.00065753,             0.00065753
                      3,                 1.6518,                 2.1485,                 1.5954,                0.18849,                0.31893,                0.15452,                0.08363,                 1.6706,                 39.167,                 1.7718,             0.00097769,             0.00097769,             0.00097769
                      4,                 1.6152,                 2.0491,                 1.5901,                 0.2859,                0.35777,                0.21444,                0.11341,                 1.8159,                 2.2583,                 1.7717,              0.0009703,              0.0009703,              0.0009703
                      5,                  1.568,                 1.9262,                 1.5284,                0.32585,                0.47694,                0.31139,                 0.1809,                 1.6804,                 2.1628,                 1.6581,              0.0009703,              0.0009703,              0.0009703
                      6,                 1.5332,                 1.8712,                 1.5129,                0.35615,                0.42681,                0.34704,                0.21719,                 1.6423,                 2.0329,                  1.629,              0.0009604,              0.0009604,              0.0009604
                      7,                 1.5095,                 1.7795,                 1.4934,                0.39712,                0.39596,                0.36882,                0.23064,                 1.5313,                 1.9272,                 1.5595,              0.0009505,              0.0009505,              0.0009505
                      8,                 1.4418,                 1.7412,                 1.4791,                0.35082,                0.44977,                0.35547,                0.21504,                 1.5081,                 1.9492,                 1.5759,              0.0009406,              0.0009406,              0.0009406
                      9,                 1.4523,                 1.6899,                 1.4595,                0.43973,                0.28873,                 0.2661,                0.14752,                 1.6194,                 2.2653,                 1.6636,              0.0009307,              0.0009307,              0.0009307
                     10,                 1.4396,                 1.6901,                 1.4519,                0.37241,                0.42911,                 0.3631,                0.22399,                 1.5134,                 1.9623,                 1.5638,              0.0009208,              0.0009208,              0.0009208
                     11,                 1.4158,                 1.6668,                 1.4579,                0.42254,                0.47789,                0.40267,                0.25117,                 1.4919,                 1.8262,                  1.538,              0.0009109,              0.0009109,              0.0009109
                     12,                 1.4306,                  1.653,                 1.4488,                0.47146,                0.42691,                0.41814,                0.25805,                 1.4525,                 1.6898,                  1.555,               0.000901,               0.000901,               0.000901
                     13,                 1.3623,                 1.5899,                 1.4231,                0.48351,                0.45585,                0.39693,                0.25486,                  1.453,                 1.7729,                 1.5543,              0.0008911,              0.0008911,              0.0008911
                     14,                 1.3918,                 1.5686,                 1.4309,                0.45053,                0.47761,                0.44789,                0.27856,                 1.4534,                 1.6846,                 1.5188,              0.0008812,              0.0008812,              0.0008812
                     15,                 1.3613,                 1.5545,                 1.4039,                0.44346,                0.48734,                0.44173,                0.27666,                 1.4657,                 1.6679,                 1.5226,              0.0008713,              0.0008713,              0.0008713
                     16,                 1.3796,                 1.5522,                  1.415,                 0.4838,                0.43885,                0.42812,                0.26634,                  1.452,                 1.6345,                 1.5163,              0.0008614,              0.0008614,              0.0008614
                     17,                 1.3573,                 1.5171,                 1.4147,                0.43552,                0.40317,                0.37725,                 0.2256,                 1.5041,                 1.8061,                 1.5665,              0.0008515,              0.0008515,              0.0008515
                     18,                 1.3374,                 1.4866,                 1.4018,                0.43334,                0.45937,                0.42479,                0.26413,                 1.4586,                 1.7085,                 1.5573,              0.0008416,              0.0008416,              0.0008416
                     19,                 1.3527,                 1.5245,                 1.3954,                0.45838,                0.48587,                0.46159,                0.29427,                 1.4278,                 1.5535,                 1.4933,              0.0008317,              0.0008317,              0.0008317
                     20,                   1.33,                 1.5072,                 1.3914,                0.48983,                0.46373,                0.43745,                0.27815,                 1.4421,                 1.6367,                 1.5075,              0.0008218,              0.0008218,              0.0008218
                     21,                 1.3364,                 1.4809,                 1.3982,                0.44648,                0.49321,                0.44816,                0.27646,                 1.4592,                  1.607,                 1.5159,              0.0008119,              0.0008119,              0.0008119
                     22,                 1.3216,                 1.4708,                 1.3862,                0.51573,                0.46321,                0.44363,                0.28326,                 1.4434,                 1.6354,                 1.5303,               0.000802,               0.000802,               0.000802
                     23,                 1.3205,                 1.4288,                 1.3595,                0.47912,                0.52686,                0.49257,                0.30585,                 1.4352,                 1.5628,                 1.4976,              0.0007921,              0.0007921,              0.0007921
                     24,                 1.3123,                 1.4483,                 1.3833,                0.48105,                0.49353,                 0.4782,                0.29895,                 1.4515,                 1.5641,                 1.5312,              0.0007822,              0.0007822,              0.0007822
                     25,                 1.3011,                 1.4265,                 1.3782,                0.47743,                0.49091,                0.47618,                 0.2973,                 1.4739,                 1.6214,                 1.5248,              0.0007723,              0.0007723,              0.0007723
                     26,                   1.28,                 1.4306,                 1.3683,                0.48005,                0.49136,                0.48198,                0.31063,                 1.4049,                 1.4715,                 1.4725,              0.0007624,              0.0007624,              0.0007624
                     27,                 1.2795,                 1.3561,                 1.3578,                0.48841,                0.50084,                0.50476,                0.32145,                   1.43,                 1.4743,                 1.4957,              0.0007525,              0.0007525,              0.0007525
                     28,                 1.3077,                 1.4066,                  1.366,                0.55482,                0.48382,                0.51037,                0.32541,                 1.4103,                 1.4448,                 1.4862,              0.0007426,              0.0007426,              0.0007426
                     29,                 1.2734,                 1.3273,                 1.3476,                0.48642,                0.48256,                0.47777,                0.29639,                 1.4355,                 1.5791,                 1.4917,              0.0007327,              0.0007327,              0.0007327
                     30,                 1.2694,                 1.3361,                 1.3413,                0.47177,                0.51092,                0.48342,                0.31093,                 1.4639,                 1.6655,                 1.5031,              0.0007228,              0.0007228,              0.0007228
                     31,                 1.2663,                 1.3249,                 1.3447,                 0.5653,                0.49232,                0.50387,                0.32333,                 1.4265,                 1.4913,                 1.4753,              0.0007129,              0.0007129,              0.0007129
                     32,                 1.2589,                 1.3518,                 1.3549,                0.59163,                0.46532,                0.50743,                0.33172,                 1.4095,                 1.4653,                 1.4766,               0.000703,               0.000703,               0.000703
                     33,                 1.2619,                 1.3145,                 1.3479,                 0.4379,                0.46704,                0.39899,                0.24815,                 1.4558,                 1.7535,                 1.5236,              0.0006931,              0.0006931,              0.0006931
