                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  2.709,                 3.8842,                 3.6829,                0.20403,                0.29149,                0.17437,                0.07708,                 2.1126,                 3.2304,                 2.9745,             0.00033077,             0.00033077,             0.00033077
                      2,                 2.0246,                 3.0299,                 2.6605,                0.33986,                0.37414,                0.29554,                0.14961,                 1.9243,                 2.5924,                 2.4894,             0.00065753,             0.00065753,             0.00065753
                      3,                 1.8645,                  2.724,                 2.3203,                0.51492,                  0.284,                 0.2116,                0.11943,                 1.7095,                 4.3857,                 2.1942,             0.00097769,             0.00097769,             0.00097769
                      4,                 1.7595,                 2.5504,                 2.1691,                0.40357,                0.39601,                0.32294,                0.17931,                 1.7837,                 2.4115,                 2.1896,              0.0009703,              0.0009703,              0.0009703
                      5,                 1.7173,                 2.3449,                 2.0452,                0.33203,                0.44968,                0.35331,                0.20204,                 1.6902,                 2.3943,                 2.0333,              0.0009703,              0.0009703,              0.0009703
                      6,                 1.6481,                 2.2403,                 1.9889,                0.37079,                0.39554,                0.34528,                 0.2037,                 1.6309,                 2.3105,                 2.0244,              0.0009604,              0.0009604,              0.0009604
                      7,                 1.6268,                 2.1458,                 1.9405,                  0.358,                0.45389,                0.35556,                0.21498,                 1.6637,                 2.7436,                 2.0095,              0.0009505,              0.0009505,              0.0009505
                      8,                 1.5637,                 2.0909,                 1.8952,                0.44953,                0.39618,                0.37913,                0.22609,                 1.6017,                   2.32,                 1.9437,              0.0009406,              0.0009406,              0.0009406
                      9,                  1.594,                 2.0303,                 1.8945,                0.38744,                0.48921,                0.41959,                0.26215,                 1.5566,                 2.0788,                 1.8637,              0.0009307,              0.0009307,              0.0009307
                     10,                 1.5621,                 1.9705,                 1.8352,                0.43663,                0.48006,                0.43093,                0.26147,                 1.5745,                 2.0777,                 1.9026,              0.0009208,              0.0009208,              0.0009208
                     11,                 1.5422,                 1.9435,                 1.8415,                0.49468,                0.45236,                0.45604,                0.27371,                 1.5268,                 2.0226,                 1.8248,              0.0009109,              0.0009109,              0.0009109
                     12,                 1.5615,                  1.941,                 1.8255,                0.40684,                0.48053,                0.41145,                0.24621,                 1.5619,                  1.982,                 1.8919,               0.000901,               0.000901,               0.000901
                     13,                 1.5013,                 1.8629,                 1.7998,                0.44876,                0.46899,                0.43654,                0.26942,                 1.5196,                 1.9205,                 1.8293,              0.0008911,              0.0008911,              0.0008911
                     14,                 1.5076,                 1.8251,                 1.7962,                0.50181,                0.42679,                0.43493,                0.26565,                 1.5276,                 1.9846,                 1.8448,              0.0008812,              0.0008812,              0.0008812
                     15,                 1.4971,                 1.8081,                 1.7635,                0.64972,                0.41349,                0.47376,                0.28642,                 1.5174,                 1.8605,                 1.8225,              0.0008713,              0.0008713,              0.0008713
                     16,                  1.493,                 1.8015,                 1.7781,                0.52304,                0.44629,                 0.4578,                0.28388,                 1.5219,                 1.8967,                 1.8298,              0.0008614,              0.0008614,              0.0008614
                     17,                 1.4697,                 1.7591,                  1.786,                0.48077,                0.49323,                0.45455,                0.28313,                 1.5151,                 1.8912,                 1.8261,              0.0008515,              0.0008515,              0.0008515
                     18,                 1.4516,                 1.7287,                 1.7465,                0.46592,                0.51172,                0.47317,                0.28993,                 1.5272,                 1.7545,                 1.8219,              0.0008416,              0.0008416,              0.0008416
                     19,                 1.4769,                 1.7349,                 1.7431,                0.58433,                0.44911,                0.47615,                0.29885,                 1.5096,                 1.7625,                 1.8156,              0.0008317,              0.0008317,              0.0008317
                     20,                 1.4414,                 1.6931,                 1.7394,                   0.47,                0.49491,                0.46355,                0.29268,                 1.5013,                 1.8741,                 1.8276,              0.0008218,              0.0008218,              0.0008218
                     21,                 1.4424,                  1.702,                 1.7426,                0.49389,                0.51243,                0.47598,                0.30126,                 1.4794,                 1.8218,                 1.8098,              0.0008119,              0.0008119,              0.0008119
                     22,                 1.4343,                 1.6733,                  1.705,                0.47699,                0.49277,                0.46433,                0.29404,                 1.5001,                 1.7642,                 1.7954,               0.000802,               0.000802,               0.000802
                     23,                 1.4429,                 1.6221,                 1.6898,                0.53292,                0.45598,                0.48829,                0.31318,                 1.4916,                  1.831,                 1.7913,              0.0007921,              0.0007921,              0.0007921
                     24,                 1.4368,                 1.6393,                  1.723,                0.55693,                 0.4814,                0.49261,                0.31342,                 1.4768,                  1.732,                 1.7879,              0.0007822,              0.0007822,              0.0007822
                     25,                 1.4064,                 1.6291,                 1.6968,                0.46015,                0.51046,                0.47727,                0.29938,                 1.4947,                  1.882,                 1.7762,              0.0007723,              0.0007723,              0.0007723
                     26,                 1.3829,                 1.6244,                 1.6764,                0.49982,                0.47119,                0.48315,                0.29813,                 1.4927,                 1.7394,                 1.7978,              0.0007624,              0.0007624,              0.0007624
                     27,                 1.3947,                  1.553,                 1.6747,                0.51893,                0.44349,                0.45535,                0.28936,                 1.4921,                 1.7823,                 1.7875,              0.0007525,              0.0007525,              0.0007525
                     28,                 1.4087,                 1.6072,                 1.6776,                 0.5397,                0.44876,                0.46298,                0.29612,                 1.5227,                 1.7934,                 1.7975,              0.0007426,              0.0007426,              0.0007426
                     29,                 1.3854,                 1.5303,                 1.6643,                0.50377,                0.51563,                0.48539,                0.30301,                 1.5101,                 1.7211,                 1.7956,              0.0007327,              0.0007327,              0.0007327
                     30,                 1.3896,                 1.5451,                 1.6517,                0.52135,                0.49772,                0.49769,                0.31656,                 1.5009,                 1.9144,                 1.7775,              0.0007228,              0.0007228,              0.0007228
