                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.5379,                 2.4738,                 1.5928,                0.33932,                0.33849,                0.25725,                0.14874,                 1.8433,                 2.5868,                 1.7793,             0.00033077,             0.00033077,             0.00033077
                      2,                 1.6181,                 2.0992,                 1.5808,                0.29673,                0.35901,                0.28769,                0.17523,                 1.8347,                 3.7848,                 1.8261,             0.00065753,             0.00065753,             0.00065753
                      3,                 1.6548,                 2.0644,                 1.5787,                0.26612,                0.38065,                0.22288,                0.13243,                 1.8525,                 2.7512,                 1.8364,             0.00097769,             0.00097769,             0.00097769
                      4,                 1.6029,                  2.005,                 1.5724,                0.37077,                0.29357,                0.21859,                0.12666,                 1.7454,                 2.4678,                 1.7401,              0.0009703,              0.0009703,              0.0009703
                      5,                 1.5646,                 1.9062,                 1.5302,                0.37962,                0.39669,                0.34851,                0.22877,                 1.6703,                 2.1052,                 1.6375,              0.0009703,              0.0009703,              0.0009703
                      6,                 1.5165,                 1.7931,                 1.4986,                0.44808,                0.44379,                0.38485,                0.24805,                 1.6495,                 1.9938,                 1.6176,              0.0009604,              0.0009604,              0.0009604
                      7,                 1.4541,                 1.7477,                 1.4765,                0.44447,                0.47942,                0.39194,                0.24725,                 1.6129,                 2.0638,                 1.5845,              0.0009505,              0.0009505,              0.0009505
                      8,                 1.4431,                 1.6966,                   1.47,                0.50174,                0.45161,                 0.3957,                0.26649,                 1.5943,                 1.9707,                  1.574,              0.0009406,              0.0009406,              0.0009406
                      9,                 1.4658,                 1.6752,                 1.4628,                0.47017,                0.43124,                0.40295,                0.25713,                 1.5974,                 1.8424,                 1.5676,              0.0009307,              0.0009307,              0.0009307
                     10,                 1.4191,                 1.6129,                 1.4503,                  0.452,                0.43374,                0.40058,                0.25517,                 1.5985,                 1.7859,                 1.5707,              0.0009208,              0.0009208,              0.0009208
                     11,                 1.4093,                 1.6278,                 1.4461,                0.49828,                 0.4806,                  0.452,                 0.2886,                 1.5975,                 1.7264,                 1.5733,              0.0009109,              0.0009109,              0.0009109
                     12,                 1.3804,                 1.5591,                  1.424,                0.52898,                  0.457,                0.45095,                0.29339,                 1.5551,                 1.7208,                  1.549,               0.000901,               0.000901,               0.000901
                     13,                 1.3893,                 1.5754,                  1.426,                0.47739,                0.48356,                0.44248,                0.28619,                 1.5526,                 1.6577,                 1.5465,              0.0008911,              0.0008911,              0.0008911
                     14,                 1.3751,                 1.5314,                 1.4044,                0.48348,                0.47482,                0.45173,                0.29843,                 1.5396,                  1.718,                 1.5297,              0.0008812,              0.0008812,              0.0008812
                     15,                 1.3811,                 1.5158,                  1.413,                 0.5092,                 0.4818,                0.46165,                0.30147,                 1.5424,                  1.632,                 1.5188,              0.0008713,              0.0008713,              0.0008713
