                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.4835,                 2.9483,                  1.543,                0.35012,                0.37846,                0.28551,                0.18318,                 1.6173,                  2.618,                 1.5741,             0.00033077,             0.00033077,             0.00033077
                      2,                 1.4704,                 2.3101,                 1.4935,                 0.4649,                0.46299,                0.40743,                0.25909,                 1.6409,                 2.4133,                 1.6141,             0.00065753,             0.00065753,             0.00065753
                      3,                  1.521,                 2.1445,                 1.4773,                0.43286,                0.42396,                0.36273,                0.22633,                 1.6678,                 2.2509,                 1.6578,             0.00097769,             0.00097769,             0.00097769
                      4,                 1.4671,                  1.994,                 1.4667,                0.37256,                0.45007,                0.38783,                0.23353,                 1.6682,                 2.0884,                  1.562,              0.0009703,              0.0009703,              0.0009703
                      5,                 1.4526,                 1.8784,                 1.4385,                0.42338,                0.45546,                0.40155,                0.25709,                 1.6068,                 1.9234,                 1.5487,              0.0009703,              0.0009703,              0.0009703
                      6,                 1.4287,                 1.7772,                 1.4305,                0.44077,                0.47337,                0.39226,                0.25503,                 1.5764,                 2.4607,                  1.534,              0.0009604,              0.0009604,              0.0009604
                      7,                  1.384,                 1.7195,                 1.4241,                0.51938,                0.46668,                0.42258,                 0.2675,                 1.6045,                 2.3546,                 1.5457,              0.0009505,              0.0009505,              0.0009505
                      8,                 1.3983,                 1.6788,                 1.4202,                0.45175,                 0.4747,                0.41533,                0.27768,                 1.5559,                 1.8164,                 1.5186,              0.0009406,              0.0009406,              0.0009406
                      9,                 1.3926,                 1.6248,                 1.4066,                0.55702,                 0.4653,                0.46922,                 0.3072,                  1.534,                 1.6919,                  1.484,              0.0009307,              0.0009307,              0.0009307
                     10,                 1.3628,                 1.5798,                 1.4035,                0.49818,                0.46635,                0.45132,                0.29344,                  1.561,                 1.7631,                  1.524,              0.0009208,              0.0009208,              0.0009208
                     11,                 1.3582,                 1.5788,                 1.4008,                0.50467,                0.44683,                0.43495,                0.27994,                 1.5432,                 1.8716,                 1.5318,              0.0009109,              0.0009109,              0.0009109
                     12,                 1.3277,                 1.5341,                 1.3851,                 0.4671,                0.45182,                  0.417,                0.26319,                 1.5415,                 1.8184,                 1.5032,               0.000901,               0.000901,               0.000901
                     13,                 1.3515,                 1.5425,                 1.3919,                0.42011,                0.45541,                0.36527,                0.23192,                 1.5537,                 2.0814,                 1.5339,              0.0008911,              0.0008911,              0.0008911
                     14,                 1.3296,                 1.4854,                 1.3617,                0.56297,                0.48725,                 0.4976,                0.33115,                 1.4962,                    1.6,                 1.4705,              0.0008812,              0.0008812,              0.0008812
                     15,                 1.3389,                 1.4873,                 1.3781,                0.48014,                0.48427,                0.43211,                0.28667,                 1.5131,                 1.8003,                 1.4799,              0.0008713,              0.0008713,              0.0008713
                     16,                 1.3593,                 1.4879,                 1.3784,                0.49145,                0.51068,                0.48211,                0.31872,                 1.5098,                 1.6115,                 1.4792,              0.0008614,              0.0008614,              0.0008614
                     17,                 1.3239,                 1.4776,                 1.3636,                0.54322,                0.47526,                0.47267,                0.31747,                 1.5073,                  1.652,                  1.491,              0.0008515,              0.0008515,              0.0008515
                     18,                 1.3046,                 1.4484,                 1.3574,                0.46332,                  0.464,                0.43442,                0.28607,                 1.5084,                 1.8104,                 1.4744,              0.0008416,              0.0008416,              0.0008416
                     19,                 1.3026,                 1.4175,                 1.3502,                0.59367,                0.46212,                0.49135,                0.32474,                 1.5223,                 1.5989,                 1.4684,              0.0008317,              0.0008317,              0.0008317
                     20,                 1.3021,                 1.3994,                 1.3635,                0.57289,                0.49643,                0.49283,                0.32436,                 1.5001,                 1.6428,                 1.4784,              0.0008218,              0.0008218,              0.0008218
                     21,                 1.2973,                 1.3777,                 1.3446,                0.52599,                0.47872,                0.46666,                0.31128,                 1.4841,                 1.6468,                 1.4731,              0.0008119,              0.0008119,              0.0008119
                     22,                 1.2661,                 1.3667,                 1.3312,                0.51546,                0.49655,                0.48589,                0.33101,                  1.487,                 1.6619,                 1.4667,               0.000802,               0.000802,               0.000802
                     23,                 1.2872,                 1.3487,                 1.3285,                0.55446,                0.47593,                0.47361,                0.31414,                 1.4856,                 1.6989,                 1.4664,              0.0007921,              0.0007921,              0.0007921
                     24,                 1.2883,                 1.3951,                 1.3529,                0.53151,                0.48223,                 0.4843,                0.32433,                 1.4794,                 1.5984,                 1.4583,              0.0007822,              0.0007822,              0.0007822
