                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.4833,                 2.9631,                 1.5252,                0.37939,                0.36289,                0.29284,                 0.1862,                 1.6402,                  2.634,                  1.498,             0.00033077,             0.00033077,             0.00033077
                      2,                 1.4785,                 2.2952,                 1.4764,                0.41352,                0.42718,                0.37089,                0.24389,                  1.599,                 2.2207,                  1.557,             0.00065753,             0.00065753,             0.00065753
                      3,                 1.5118,                 2.1117,                 1.4744,                0.37355,                0.43567,                0.35486,                0.21742,                 1.6269,                 2.3908,                 1.5714,             0.00097769,             0.00097769,             0.00097769
                      4,                 1.4811,                  1.961,                 1.4645,                0.52474,                0.42837,                0.42071,                0.27609,                  1.621,                 1.9978,                 1.5721,              0.0009703,              0.0009703,              0.0009703
                      5,                 1.4563,                 1.8674,                 1.4351,                0.44546,                0.37861,                0.35413,                0.22905,                 1.6019,                 2.1843,                 1.5504,              0.0009703,              0.0009703,              0.0009703
                      6,                 1.4276,                 1.7527,                 1.4259,                0.43223,                0.44342,                0.41142,                0.27528,                  1.562,                 1.8893,                 1.5042,              0.0009604,              0.0009604,              0.0009604
                      7,                 1.3827,                 1.7127,                 1.4215,                0.43897,                0.48326,                 0.4045,                 0.2685,                 1.5631,                 2.4531,                 1.5065,              0.0009505,              0.0009505,              0.0009505
                      8,                 1.3896,                 1.6689,                 1.4151,                 0.5117,                0.46119,                0.43325,                0.27709,                 1.5738,                 1.8104,                 1.5085,              0.0009406,              0.0009406,              0.0009406
                      9,                 1.3878,                 1.6306,                 1.3985,                0.52361,                0.48882,                0.46642,                0.30475,                 1.5144,                 1.6969,                 1.4639,              0.0009307,              0.0009307,              0.0009307
                     10,                  1.361,                 1.5619,                 1.3977,                0.46928,                0.47059,                0.45379,                0.29306,                  1.543,                 1.7246,                 1.5016,              0.0009208,              0.0009208,              0.0009208
                     11,                 1.3562,                 1.5562,                 1.3944,                0.48773,                0.49634,                0.46843,                0.30468,                 1.5276,                 1.7237,                 1.4854,              0.0009109,              0.0009109,              0.0009109
                     12,                 1.3259,                  1.522,                 1.3827,                0.54709,                 0.4504,                0.45549,                0.30093,                  1.522,                 1.7757,                 1.4916,               0.000901,               0.000901,               0.000901
                     13,                 1.3494,                 1.5361,                  1.393,                0.52726,                0.50915,                0.49058,                0.31784,                 1.5095,                 1.6106,                 1.4885,              0.0008911,              0.0008911,              0.0008911
                     14,                 1.3289,                 1.4727,                 1.3612,                0.52037,                0.49508,                0.45736,                0.29936,                 1.5461,                 1.7171,                 1.4666,              0.0008812,              0.0008812,              0.0008812
                     15,                  1.336,                 1.4733,                 1.3779,                 0.5176,                0.50074,                 0.4745,                0.31207,                 1.4846,                 1.6716,                 1.4634,              0.0008713,              0.0008713,              0.0008713
                     16,                  1.349,                 1.4646,                 1.3773,                0.51214,                0.49728,                0.47429,                0.31569,                 1.5042,                 1.6358,                 1.4732,              0.0008614,              0.0008614,              0.0008614
                     17,                 1.3268,                 1.4792,                 1.3663,                0.50527,                0.50039,                0.47678,                0.32151,                 1.4962,                 1.6379,                 1.4877,              0.0008515,              0.0008515,              0.0008515
                     18,                 1.3041,                 1.4265,                 1.3605,                0.51823,                0.49531,                0.48087,                0.31518,                 1.4929,                 1.6226,                 1.4635,              0.0008416,              0.0008416,              0.0008416
                     19,                 1.3062,                  1.421,                  1.353,                0.57982,                0.48988,                0.50335,                0.33335,                 1.5074,                 1.5929,                 1.4643,              0.0008317,              0.0008317,              0.0008317
                     20,                 1.2975,                 1.4123,                 1.3643,                0.56929,                0.49758,                0.50074,                0.33091,                 1.4841,                 1.5465,                 1.4591,              0.0008218,              0.0008218,              0.0008218
                     21,                 1.2993,                 1.3828,                 1.3448,                0.50957,                0.49936,                0.47633,                 0.3122,                 1.4924,                 1.6002,                 1.4627,              0.0008119,              0.0008119,              0.0008119
                     22,                 1.2717,                 1.3671,                 1.3324,                0.56666,                 0.4778,                0.47683,                0.31527,                 1.5083,                 1.6598,                 1.4879,               0.000802,               0.000802,               0.000802
                     23,                  1.298,                 1.3447,                 1.3343,                0.54332,                0.47019,                0.47247,                 0.3151,                 1.4965,                 1.6229,                 1.4742,              0.0007921,              0.0007921,              0.0007921
                     24,                 1.2893,                 1.3772,                 1.3493,                0.48257,                0.49185,                0.45844,                0.30177,                 1.4845,                 1.6026,                 1.4534,              0.0007822,              0.0007822,              0.0007822
                     25,                 1.2709,                  1.329,                 1.3233,                0.56307,                0.49722,                0.50804,                0.34037,                 1.4876,                 1.5444,                 1.4642,              0.0007723,              0.0007723,              0.0007723
                     26,                 1.2817,                   1.32,                 1.3365,                0.51303,                0.50541,                0.48757,                 0.3198,                 1.4832,                 1.5763,                 1.4627,              0.0007624,              0.0007624,              0.0007624
                     27,                  1.268,                 1.3204,                 1.3249,                0.57521,                0.50009,                0.51172,                 0.3425,                 1.4747,                 1.5282,                 1.4528,              0.0007525,              0.0007525,              0.0007525
                     28,                 1.2657,                 1.3252,                  1.327,                0.52326,                0.52862,                0.50842,                0.34112,                 1.4591,                 1.5884,                 1.4557,              0.0007426,              0.0007426,              0.0007426
                     29,                 1.2529,                  1.285,                 1.3187,                0.55351,                0.49896,                0.50486,                0.33653,                 1.4837,                 1.5148,                 1.4696,              0.0007327,              0.0007327,              0.0007327
                     30,                 1.2474,                 1.2968,                 1.3212,                0.52751,                0.50892,                0.49261,                0.32564,                 1.5043,                 1.5659,                 1.4503,              0.0007228,              0.0007228,              0.0007228
                     31,                 1.2507,                 1.2545,                 1.3151,                0.56066,                0.50777,                0.52649,                0.35045,                 1.4667,                 1.5234,                 1.4405,              0.0007129,              0.0007129,              0.0007129
                     32,                 1.2744,                 1.3117,                 1.3422,                0.50135,                0.52437,                0.47927,                   0.32,                  1.487,                 1.6388,                 1.4588,               0.000703,               0.000703,               0.000703
                     33,                 1.2485,                 1.2461,                 1.3192,                0.54564,                0.48893,                0.48733,                 0.3283,                 1.4656,                 1.5534,                 1.4349,              0.0006931,              0.0006931,              0.0006931
                     34,                 1.2628,                 1.2771,                 1.3211,                0.58137,                0.47624,                0.50196,                0.33567,                 1.4825,                 1.5448,                  1.451,              0.0006832,              0.0006832,              0.0006832
                     35,                 1.2285,                 1.2434,                 1.3048,                0.58003,                0.50949,                0.52028,                0.34814,                   1.46,                 1.5018,                 1.4423,              0.0006733,              0.0006733,              0.0006733
                     36,                  1.222,                 1.2584,                 1.3106,                0.56885,                 0.4704,                0.48365,                0.32204,                  1.485,                 1.6149,                  1.454,              0.0006634,              0.0006634,              0.0006634
                     37,                 1.2607,                 1.2362,                 1.3319,                0.61414,                0.48341,                 0.5223,                0.34197,                 1.4823,                 1.4983,                 1.4575,              0.0006535,              0.0006535,              0.0006535
                     38,                  1.219,                 1.2387,                 1.2969,                0.55839,                  0.494,                0.49203,                0.32937,                 1.4865,                 1.5397,                 1.4526,              0.0006436,              0.0006436,              0.0006436
                     39,                 1.2549,                 1.2165,                 1.3014,                0.57931,                0.47769,                0.50362,                0.33957,                 1.4869,                 1.5654,                 1.4486,              0.0006337,              0.0006337,              0.0006337
                     40,                 1.2175,                 1.1896,                 1.2924,                0.55781,                0.48504,                 0.5058,                 0.3348,                 1.4904,                 1.6005,                 1.4324,              0.0006238,              0.0006238,              0.0006238
                     41,                 1.2269,                 1.2103,                 1.2917,                0.52789,                0.51405,                0.49797,                0.33057,                 1.4798,                 1.5599,                 1.4333,              0.0006139,              0.0006139,              0.0006139
