                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.57145,                  3.912,                 1.3131,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.00032,                0.00032,                0.00032
                      2,                0.56503,                 2.8838,                 1.2436,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00064357,             0.00064357,             0.00064357
                      3,                 0.5682,                 2.6202,                 1.2547,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0009606,              0.0009606,              0.0009606
                      4,                 0.5626,                 2.4995,                 1.2458,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00097031,             0.00097031,             0.00097031
                      5,                0.55477,                 2.3819,                 1.2161,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00097031,             0.00097031,             0.00097031
                      6,                0.54626,                 2.2639,                 1.2081,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00096041,             0.00096041,             0.00096041
                      7,                0.53781,                 2.1948,                 1.2028,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00095051,             0.00095051,             0.00095051
                      8,                0.54072,                 2.1693,                 1.1992,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00094062,             0.00094062,             0.00094062
                      9,                0.55743,                 2.0753,                 1.2037,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00093072,             0.00093072,             0.00093072
                     10,                0.53564,                  1.993,                 1.1788,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00092082,             0.00092082,             0.00092082
                     11,                0.54118,                 1.9765,                  1.191,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00091093,             0.00091093,             0.00091093
                     12,                0.52379,                 1.9255,                 1.1858,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00090103,             0.00090103,             0.00090103
                     13,                0.53599,                 1.8988,                 1.1975,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00089113,             0.00089113,             0.00089113
                     14,                0.52103,                 1.8555,                 1.1708,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00088123,             0.00088123,             0.00088123
                     15,                0.52124,                 1.8393,                 1.1635,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00087134,             0.00087134,             0.00087134
                     16,                0.51821,                 1.8657,                 1.1662,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00086144,             0.00086144,             0.00086144
                     17,                0.51899,                 1.8352,                 1.1817,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00085154,             0.00085154,             0.00085154
                     18,                0.51528,                  1.794,                 1.1686,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00084165,             0.00084165,             0.00084165
                     19,                0.50896,                 1.7456,                 1.1605,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00083175,             0.00083175,             0.00083175
                     20,                0.50062,                 1.7308,                 1.1477,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00082185,             0.00082185,             0.00082185
                     21,                0.52303,                 1.7736,                 1.1587,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00081196,             0.00081196,             0.00081196
                     22,                 0.5066,                 1.7093,                 1.1567,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00080206,             0.00080206,             0.00080206
                     23,                0.51677,                 1.6729,                 1.1348,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00079216,             0.00079216,             0.00079216
                     24,                0.49288,                 1.6528,                 1.1163,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00078226,             0.00078226,             0.00078226
                     25,                0.50167,                 1.6586,                 1.1272,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00077237,             0.00077237,             0.00077237
                     26,                0.49431,                 1.6632,                 1.1482,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00076247,             0.00076247,             0.00076247
                     27,                  0.484,                 1.6035,                 1.1166,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00075257,             0.00075257,             0.00075257
                     28,                0.49277,                 1.6136,                 1.1312,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00074268,             0.00074268,             0.00074268
                     29,                0.49781,                 1.6034,                 1.1273,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00073278,             0.00073278,             0.00073278
                     30,                0.49768,                 1.6259,                 1.1343,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00072288,             0.00072288,             0.00072288
                     31,                0.49454,                 1.6169,                 1.1308,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00071298,             0.00071298,             0.00071298
                     32,                0.49213,                 1.5778,                 1.1175,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00070309,             0.00070309,             0.00070309
                     33,                0.48575,                 1.5578,                  1.107,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00069319,             0.00069319,             0.00069319
                     34,                0.49036,                 1.5675,                 1.1146,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00068329,             0.00068329,             0.00068329
                     35,                0.50174,                 1.5639,                 1.1316,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0006734,              0.0006734,              0.0006734
                     36,                  0.474,                 1.5068,                 1.0831,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0006635,              0.0006635,              0.0006635
                     37,                0.47964,                 1.4983,                  1.111,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0006536,              0.0006536,              0.0006536
                     38,                 0.4838,                 1.5045,                 1.1044,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0006437,              0.0006437,              0.0006437
                     39,                0.47929,                 1.4599,                 1.0984,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00063381,             0.00063381,             0.00063381
                     40,                 0.4861,                 1.4683,                 1.1125,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00062391,             0.00062391,             0.00062391
                     41,                0.47878,                 1.4363,                 1.0919,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00061401,             0.00061401,             0.00061401
                     42,                0.47837,                  1.407,                 1.0771,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00060412,             0.00060412,             0.00060412
                     43,                0.46771,                 1.4291,                 1.0903,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00059422,             0.00059422,             0.00059422
                     44,                0.46868,                  1.408,                 1.0891,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00058432,             0.00058432,             0.00058432
                     45,                0.47933,                 1.4079,                 1.0873,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00057442,             0.00057442,             0.00057442
                     46,                0.48801,                 1.3825,                 1.0934,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00056453,             0.00056453,             0.00056453
                     47,                0.45915,                 1.3918,                 1.0829,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00055463,             0.00055463,             0.00055463
                     48,                0.47766,                 1.3791,                 1.0908,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00054473,             0.00054473,             0.00054473
                     49,                0.46916,                 1.3697,                 1.0562,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00053484,             0.00053484,             0.00053484
                     50,                0.46119,                 1.3383,                 1.0648,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00052494,             0.00052494,             0.00052494
                     51,                0.46101,                 1.3254,                 1.0606,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00051504,             0.00051504,             0.00051504
                     52,                 0.4646,                 1.3005,                 1.0592,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00050514,             0.00050514,             0.00050514
                     53,                0.45958,                 1.3306,                 1.0574,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00049525,             0.00049525,             0.00049525
                     54,                0.46162,                 1.3643,                 1.0697,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00048535,             0.00048535,             0.00048535
                     55,                0.46114,                 1.3299,                 1.0712,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00047545,             0.00047545,             0.00047545
                     56,                0.45915,                 1.3102,                 1.0754,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00046556,             0.00046556,             0.00046556
                     57,                0.45802,                 1.3193,                 1.0786,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00045566,             0.00045566,             0.00045566
                     58,                0.46361,                 1.2807,                 1.0526,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00044576,             0.00044576,             0.00044576
                     59,                0.45562,                 1.3084,                 1.0701,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00043587,             0.00043587,             0.00043587
                     60,                0.45386,                 1.3105,                 1.0701,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00042597,             0.00042597,             0.00042597
                     61,                 0.4489,                 1.2466,                 1.0392,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00041607,             0.00041607,             0.00041607
                     62,                0.46584,                 1.2641,                 1.0645,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00040617,             0.00040617,             0.00040617
                     63,                0.45403,                 1.2764,                 1.0581,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00039628,             0.00039628,             0.00039628
                     64,                0.45805,                  1.253,                 1.0569,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00038638,             0.00038638,             0.00038638
                     65,                0.44513,                 1.2284,                 1.0455,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00037648,             0.00037648,             0.00037648
                     66,                0.43949,                 1.2098,                 1.0451,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00036659,             0.00036659,             0.00036659
                     67,                 0.4556,                 1.2396,                 1.0467,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00035669,             0.00035669,             0.00035669
                     68,                0.44803,                 1.2041,                 1.0352,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00034679,             0.00034679,             0.00034679
                     69,                0.44031,                 1.1646,                 1.0316,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00033689,             0.00033689,             0.00033689
                     70,                0.44386,                 1.1927,                 1.0204,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.000327,               0.000327,               0.000327
                     71,                0.44181,                 1.1828,                 1.0534,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0003171,              0.0003171,              0.0003171
                     72,                0.43777,                 1.1592,                 1.0379,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0003072,              0.0003072,              0.0003072
                     73,                0.43034,                 1.1286,                  1.027,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00029731,             0.00029731,             0.00029731
                     74,                0.42913,                   1.14,                   1.03,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00028741,             0.00028741,             0.00028741
                     75,                0.43295,                 1.1327,                 1.0414,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00027751,             0.00027751,             0.00027751
                     76,                0.43649,                 1.1395,                 1.0182,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00026761,             0.00026761,             0.00026761
                     77,                0.43444,                 1.1116,                  1.028,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00025772,             0.00025772,             0.00025772
                     78,                0.43461,                 1.1102,                 1.0235,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00024782,             0.00024782,             0.00024782
                     79,                 0.4377,                 1.1173,                 1.0281,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00023792,             0.00023792,             0.00023792
                     80,                0.43184,                 1.1156,                 1.0218,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00022803,             0.00022803,             0.00022803
                     81,                0.43174,                 1.1205,                 1.0314,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00021813,             0.00021813,             0.00021813
