                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.5201,                 3.1248,                 1.5328,                0.63672,                0.19147,                0.21678,                0.13344,                 1.6646,                 3.3205,                 1.6268,             0.00032821,             0.00032821,             0.00032821
                      2,                 1.4682,                  2.261,                 1.4596,                0.48261,                0.34281,                0.32628,                0.18359,                 1.7376,                  2.499,                 1.5948,             0.00065499,             0.00065499,             0.00065499
                      3,                 1.4947,                 2.1317,                 1.4754,                0.38336,                 0.4028,                 0.3126,                0.19502,                 1.7523,                 2.7966,                 1.6864,             0.00097517,             0.00097517,             0.00097517
                      4,                 1.4738,                  1.998,                  1.481,                0.37174,                0.33711,                0.32633,                0.21017,                 1.7466,                 2.5657,                 1.6436,              0.0009703,              0.0009703,              0.0009703
                      5,                 1.4568,                 1.8413,                 1.4459,                0.48475,                0.44084,                0.40818,                0.24683,                 1.6714,                 1.9787,                 1.5763,              0.0009703,              0.0009703,              0.0009703
                      6,                 1.4405,                 1.7795,                 1.4579,                0.49069,                0.44885,                0.43528,                0.27112,                 1.6901,                 2.0053,                  1.628,              0.0009604,              0.0009604,              0.0009604
                      7,                  1.455,                 1.7339,                 1.4414,                0.34376,                0.34167,                 0.2613,                0.15158,                 1.8944,                 2.4284,                 1.7231,              0.0009505,              0.0009505,              0.0009505
                      8,                 1.4111,                 1.6071,                  1.416,                0.49607,                0.45564,                0.42373,                0.26802,                 1.6273,                 1.8756,                 1.5386,              0.0009406,              0.0009406,              0.0009406
                      9,                 1.3987,                 1.6505,                 1.4318,                0.45336,                0.47933,                0.43573,                0.28247,                 1.6227,                 1.8505,                 1.5431,              0.0009307,              0.0009307,              0.0009307
                     10,                   1.37,                 1.5911,                 1.4054,                0.54794,                0.44905,                 0.4571,                 0.2937,                 1.6113,                 1.7582,                 1.5389,              0.0009208,              0.0009208,              0.0009208
                     11,                 1.3821,                  1.569,                 1.4063,                0.48788,                 0.5002,                0.43563,                0.28975,                 1.5783,                 1.9787,                 1.5099,              0.0009109,              0.0009109,              0.0009109
                     12,                 1.3645,                   1.54,                 1.3978,                0.45198,                0.48517,                0.41926,                0.27741,                 1.5827,                 2.0267,                  1.538,               0.000901,               0.000901,               0.000901
                     13,                 1.3383,                  1.517,                 1.4009,                0.43479,                 0.4562,                0.41491,                0.26734,                 1.6461,                 2.0456,                  1.576,              0.0008911,              0.0008911,              0.0008911
                     14,                 1.3303,                 1.4946,                 1.3794,                0.47135,                0.48106,                0.44388,                 0.2869,                 1.5619,                 1.7481,                 1.4967,              0.0008812,              0.0008812,              0.0008812
