                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.2987,                 3.6031,                 1.7123,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.00032,                0.00032,                0.00032
                      2,                 1.2609,                 2.5817,                 1.5845,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00064357,             0.00064357,             0.00064357
                      3,                 1.2564,                  2.287,                   1.57,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0009606,              0.0009606,              0.0009606
                      4,                 1.2448,                 2.2202,                 1.5829,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00097031,             0.00097031,             0.00097031
                      5,                 1.2423,                 2.1358,                 1.5672,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00097031,             0.00097031,             0.00097031
                      6,                  1.222,                 2.0445,                 1.5706,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00096041,             0.00096041,             0.00096041
                      7,                 1.2045,                 1.9319,                 1.5195,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00095051,             0.00095051,             0.00095051
                      8,                 1.1875,                  1.909,                 1.5215,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00094061,             0.00094061,             0.00094061
                      9,                 1.1828,                 1.8426,                  1.519,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00093072,             0.00093072,             0.00093072
                     10,                 1.1997,                 1.7968,                 1.5344,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00092082,             0.00092082,             0.00092082
                     11,                 1.1543,                 1.7402,                 1.5014,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00091092,             0.00091092,             0.00091092
                     12,                 1.1771,                 1.7137,                 1.5052,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00090102,             0.00090102,             0.00090102
                     13,                 1.1534,                 1.6407,                 1.4817,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00089112,             0.00089112,             0.00089112
                     14,                 1.1275,                 1.6509,                 1.4806,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00088123,             0.00088123,             0.00088123
                     15,                 1.1208,                  1.661,                 1.4824,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00087133,             0.00087133,             0.00087133
                     16,                 1.1181,                  1.606,                 1.4823,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00086143,             0.00086143,             0.00086143
                     17,                 1.1537,                 1.5715,                 1.5005,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00085153,             0.00085153,             0.00085153
                     18,                 1.1038,                 1.5371,                  1.448,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00084164,             0.00084164,             0.00084164
                     19,                 1.1183,                 1.5811,                 1.4761,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00083174,             0.00083174,             0.00083174
                     20,                 1.0916,                 1.5236,                 1.4459,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00082184,             0.00082184,             0.00082184
                     21,                 1.1194,                 1.5144,                 1.4618,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00081194,             0.00081194,             0.00081194
                     22,                 1.1265,                 1.5285,                 1.4813,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00080204,             0.00080204,             0.00080204
                     23,                 1.1074,                 1.4518,                 1.4407,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00079215,             0.00079215,             0.00079215
                     24,                 1.0988,                 1.4275,                 1.4326,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00078225,             0.00078225,             0.00078225
                     25,                 1.0919,                 1.4522,                 1.4436,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00077235,             0.00077235,             0.00077235
                     26,                 1.0648,                 1.3872,                 1.4326,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00076245,             0.00076245,             0.00076245
                     27,                 1.0679,                 1.3811,                 1.4307,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00075256,             0.00075256,             0.00075256
                     28,                 1.0601,                 1.3501,                  1.396,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00074266,             0.00074266,             0.00074266
                     29,                 1.0727,                 1.4064,                 1.4232,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00073276,             0.00073276,             0.00073276
                     30,                  1.059,                 1.3757,                 1.4153,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00072286,             0.00072286,             0.00072286
                     31,                 1.0893,                 1.4034,                 1.4438,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00071296,             0.00071296,             0.00071296
                     32,                 1.0657,                 1.3368,                 1.4097,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00070307,             0.00070307,             0.00070307
                     33,                 1.0564,                 1.3248,                 1.4035,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00069317,             0.00069317,             0.00069317
                     34,                 1.0368,                 1.3535,                 1.4111,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00068327,             0.00068327,             0.00068327
                     35,                 1.0663,                 1.3163,                  1.418,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00067337,             0.00067337,             0.00067337
                     36,                  1.044,                 1.2559,                 1.3712,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00066347,             0.00066347,             0.00066347
                     37,                  1.016,                 1.2301,                 1.3808,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00065358,             0.00065358,             0.00065358
                     38,                 1.0517,                 1.2465,                 1.3808,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00064368,             0.00064368,             0.00064368
                     39,                 1.0175,                 1.2314,                   1.38,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00063378,             0.00063378,             0.00063378
                     40,                 1.0398,                 1.2691,                 1.3871,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00062388,             0.00062388,             0.00062388
                     41,                 1.0127,                 1.2055,                 1.3709,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00061399,             0.00061399,             0.00061399
                     42,                 1.0444,                 1.1939,                  1.365,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00060409,             0.00060409,             0.00060409
                     43,                0.96815,                 1.1667,                 1.3521,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00059419,             0.00059419,             0.00059419
                     44,                 1.0095,                 1.1835,                  1.364,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00058429,             0.00058429,             0.00058429
                     45,                0.99314,                 1.1648,                 1.3637,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00057439,             0.00057439,             0.00057439
