                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.5647,                 2.6146,                 1.5678,                0.03605,                0.10594,                0.01507,                0.00673,                 3.0725,                    inf,                  6.738,             0.00033077,             0.00033077,             0.00033077
                      2,                 1.6419,                 2.2273,                 1.6233,                0.23313,                0.29321,                0.16076,                 0.0887,                   1.94,                 4.2128,                 2.0101,             0.00065753,             0.00065753,             0.00065753
                      3,                 1.6571,                 2.1593,                 1.5908,                0.24296,                0.37844,                 0.2044,                0.12833,                 1.7794,                 2.8438,                  1.806,             0.00097769,             0.00097769,             0.00097769
                      4,                 1.6188,                 2.0389,                 1.5841,                0.29422,                0.42069,                0.30109,                0.18031,                  1.659,                 2.9856,                 1.6544,              0.0009703,              0.0009703,              0.0009703
                      5,                 1.5469,                  1.921,                 1.5144,                0.29776,                0.44474,                0.32701,                0.20178,                 1.6393,                 2.0232,                 1.6415,              0.0009703,              0.0009703,              0.0009703
                      6,                 1.5251,                 1.8729,                 1.5141,                0.27889,                0.40521,                 0.2828,                 0.1685,                  1.669,                 2.2394,                 1.6238,              0.0009604,              0.0009604,              0.0009604
                      7,                 1.5043,                 1.8137,                 1.4901,                0.33233,                0.37716,                 0.2879,                0.16999,                 1.6536,                 2.2629,                 1.6639,              0.0009505,              0.0009505,              0.0009505
                      8,                  1.438,                 1.7579,                 1.4715,                 0.3634,                0.43221,                0.35096,                0.21247,                  1.563,                 1.9074,                  1.594,              0.0009406,              0.0009406,              0.0009406
                      9,                 1.4627,                  1.705,                 1.4672,                0.39503,                0.48544,                0.41508,                0.25492,                 1.5314,                 1.7924,                 1.5865,              0.0009307,              0.0009307,              0.0009307
                     10,                 1.4379,                  1.711,                 1.4439,                0.41806,                0.44217,                0.40481,                0.25189,                  1.506,                  1.882,                 1.5433,              0.0009208,              0.0009208,              0.0009208
                     11,                 1.4167,                 1.6634,                 1.4563,                0.40488,                0.44369,                0.38553,                0.24346,                 1.5147,                 1.8713,                 1.5711,              0.0009109,              0.0009109,              0.0009109
                     12,                 1.4182,                 1.6653,                 1.4459,                 0.3724,                0.42431,                0.37096,                0.23015,                  1.499,                 1.8598,                 1.5628,               0.000901,               0.000901,               0.000901
                     13,                 1.3627,                  1.626,                 1.4236,                0.37899,                0.47326,                0.40738,                0.26167,                 1.4742,                 1.6554,                 1.5336,              0.0008911,              0.0008911,              0.0008911
                     14,                 1.3846,                 1.6062,                 1.4313,                0.47993,                0.44511,                0.43033,                0.26183,                 1.4415,                 1.7152,                 1.5269,              0.0008812,              0.0008812,              0.0008812
                     15,                 1.3653,                 1.5616,                 1.4038,                0.47071,                0.48122,                0.45313,                0.27958,                 1.4384,                 1.6035,                 1.4929,              0.0008713,              0.0008713,              0.0008713
                     16,                 1.3758,                 1.5736,                 1.4127,                0.45436,                0.47507,                0.44395,                 0.2768,                 1.4813,                 1.6328,                 1.5314,              0.0008614,              0.0008614,              0.0008614
                     17,                 1.3514,                 1.5137,                 1.4136,                0.42786,                  0.477,                0.39935,                0.24898,                 1.4507,                 1.7459,                 1.4938,              0.0008515,              0.0008515,              0.0008515
                     18,                 1.3291,                 1.4983,                  1.392,                0.39528,                0.45779,                0.39963,                 0.2486,                 1.4424,                   1.73,                 1.5234,              0.0008416,              0.0008416,              0.0008416
                     19,                 1.3438,                 1.5261,                 1.3858,                0.41597,                0.50089,                0.44522,                0.27812,                 1.4217,                 1.6365,                 1.4918,              0.0008317,              0.0008317,              0.0008317
                     20,                 1.3272,                 1.5163,                 1.3846,                0.50104,                 0.4765,                0.46709,                0.29463,                 1.4007,                 1.5729,                  1.486,              0.0008218,              0.0008218,              0.0008218
                     21,                 1.3307,                  1.509,                 1.3999,                0.44251,                0.48876,                0.43325,                0.27173,                  1.471,                 1.6439,                 1.5184,              0.0008119,              0.0008119,              0.0008119
                     22,                 1.3252,                 1.4841,                   1.39,                0.39048,                0.48679,                0.42831,                0.26599,                 1.4608,                 1.7866,                 1.5344,               0.000802,               0.000802,               0.000802
                     23,                 1.3221,                  1.416,                 1.3579,                0.44387,                0.52626,                 0.4653,                0.29486,                 1.4183,                 1.5284,                 1.4774,              0.0007921,              0.0007921,              0.0007921
                     24,                 1.3141,                 1.4615,                 1.3819,                0.47703,                0.47263,                0.45147,                0.27984,                 1.4074,                 1.6078,                 1.4924,              0.0007822,              0.0007822,              0.0007822
                     25,                 1.3016,                 1.4408,                 1.3803,                0.46981,                0.49103,                0.48164,                0.30254,                 1.4087,                 1.5314,                 1.4964,              0.0007723,              0.0007723,              0.0007723
                     26,                 1.2773,                 1.4584,                 1.3691,                0.46917,                0.51295,                0.48348,                0.30399,                 1.3936,                 1.5243,                 1.4744,              0.0007624,              0.0007624,              0.0007624
                     27,                 1.2805,                 1.3679,                 1.3585,                0.49081,                0.50006,                0.48658,                 0.3151,                 1.4158,                 1.4291,                 1.4772,              0.0007525,              0.0007525,              0.0007525
                     28,                 1.3057,                 1.4074,                 1.3665,                0.52423,                0.48411,                0.49092,                0.30663,                 1.4067,                 1.4685,                 1.4893,              0.0007426,              0.0007426,              0.0007426
                     29,                 1.2667,                 1.3563,                 1.3499,                0.45464,                0.48757,                0.46087,                0.29067,                 1.4103,                 1.6226,                 1.4688,              0.0007327,              0.0007327,              0.0007327
                     30,                 1.2622,                 1.3591,                 1.3362,                0.48086,                0.50793,                0.48167,                0.30492,                 1.4439,                 1.7112,                 1.4786,              0.0007228,              0.0007228,              0.0007228
                     31,                   1.27,                 1.3209,                 1.3468,                0.52803,                 0.4803,                0.49178,                0.30516,                 1.4247,                 1.5598,                 1.4656,              0.0007129,              0.0007129,              0.0007129
                     32,                 1.2661,                 1.3451,                 1.3554,                0.48632,                 0.4819,                0.45396,                0.28889,                 1.4154,                  1.593,                 1.4798,               0.000703,               0.000703,               0.000703
                     33,                 1.2692,                 1.3211,                 1.3474,                0.55969,                 0.5104,                0.49068,                0.31097,                 1.4236,                 1.4269,                 1.5016,              0.0006931,              0.0006931,              0.0006931
                     34,                 1.2597,                 1.3213,                 1.3505,                0.50199,                0.51673,                0.48036,                  0.303,                  1.413,                 1.5206,                 1.4642,              0.0006832,              0.0006832,              0.0006832
                     35,                  1.224,                 1.3203,                 1.3437,                0.51937,                0.50169,                0.49206,                0.30992,                 1.4309,                 1.4909,                 1.4916,              0.0006733,              0.0006733,              0.0006733
                     36,                 1.2531,                 1.3016,                 1.3495,                0.51407,                0.48747,                 0.4999,                0.30929,                 1.4309,                 1.4524,                  1.486,              0.0006634,              0.0006634,              0.0006634
                     37,                 1.2461,                 1.2915,                 1.3424,                0.48911,                0.52142,                0.49389,                0.31535,                 1.3893,                 1.4848,                 1.4581,              0.0006535,              0.0006535,              0.0006535
                     38,                 1.2256,                 1.2981,                 1.3221,                0.46576,                  0.573,                0.50777,                0.31976,                 1.4085,                 1.4292,                 1.4671,              0.0006436,              0.0006436,              0.0006436
                     39,                 1.2679,                 1.2981,                 1.3401,                0.47171,                0.51553,                0.48408,                0.30025,                 1.4159,                 1.5202,                 1.4837,              0.0006337,              0.0006337,              0.0006337
                     40,                 1.2139,                 1.2629,                  1.323,                0.45811,                0.48702,                0.45672,                0.29464,                 1.4431,                 1.5197,                 1.5072,              0.0006238,              0.0006238,              0.0006238
                     41,                 1.2354,                 1.2556,                 1.3243,                 0.5466,                0.45085,                0.45473,                0.28366,                  1.414,                 1.5974,                 1.4697,              0.0006139,              0.0006139,              0.0006139
                     42,                 1.2344,                 1.2641,                 1.3345,                 0.5282,                0.50553,                0.50285,                0.31405,                 1.4041,                 1.4669,                 1.4634,               0.000604,               0.000604,               0.000604
                     43,                 1.2106,                 1.2431,                 1.3338,                0.50941,                0.52913,                0.48572,                0.30841,                 1.3941,                 1.5053,                 1.4695,              0.0005941,              0.0005941,              0.0005941
                     44,                 1.2298,                 1.2521,                 1.3324,                0.51378,                0.48483,                0.48112,                0.30376,                  1.443,                 1.4628,                 1.5059,              0.0005842,              0.0005842,              0.0005842
                     45,                  1.211,                 1.1944,                 1.2958,                0.55242,                0.50971,                0.50699,                0.32437,                  1.422,                 1.4402,                 1.4789,              0.0005743,              0.0005743,              0.0005743
                     46,                 1.1982,                 1.2258,                 1.3242,                0.51525,                0.51055,                 0.5009,                0.31468,                 1.4128,                 1.4583,                 1.4832,              0.0005644,              0.0005644,              0.0005644
                     47,                 1.1956,                 1.1703,                 1.3095,                0.53334,                0.53131,                0.51796,                0.33109,                  1.418,                 1.3959,                  1.475,              0.0005545,              0.0005545,              0.0005545
                     48,                 1.2039,                 1.1949,                 1.2989,                0.60177,                0.53819,                0.51423,                0.32317,                 1.4378,                 1.4271,                 1.5065,              0.0005446,              0.0005446,              0.0005446
