                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.4934,                 2.9511,                 1.5381,                 0.3707,                0.34004,                 0.2889,                0.17828,                 1.6371,                 2.5536,                 1.5365,             0.00033077,             0.00033077,             0.00033077
                      2,                 1.4789,                 2.2966,                 1.4836,                0.37469,                 0.4284,                0.33212,                0.21518,                  1.645,                 2.7508,                 1.5485,             0.00065753,             0.00065753,             0.00065753
                      3,                 1.5082,                  2.133,                 1.4781,                0.41143,                0.43519,                0.36877,                0.24056,                 1.6228,                 2.0541,                 1.5773,             0.00097769,             0.00097769,             0.00097769
                      4,                 1.4698,                 1.9945,                 1.4708,                0.50367,                0.42406,                0.40337,                0.26639,                 1.5652,                 2.0153,                 1.5305,              0.0009703,              0.0009703,              0.0009703
                      5,                 1.4516,                 1.8706,                 1.4404,                0.42195,                0.43713,                0.38347,                0.23545,                 1.6142,                 2.0177,                 1.5488,              0.0009703,              0.0009703,              0.0009703
                      6,                 1.4244,                 1.7716,                 1.4306,                0.38063,                0.47602,                0.35501,                0.22443,                 1.6343,                 2.4064,                  1.572,              0.0009604,              0.0009604,              0.0009604
                      7,                 1.3821,                 1.7164,                 1.4218,                0.48467,                0.48614,                0.42112,                0.27663,                 1.5763,                 2.1728,                 1.5233,              0.0009505,              0.0009505,              0.0009505
                      8,                 1.3884,                 1.6936,                  1.415,                0.44506,                0.47617,                0.41209,                0.26853,                 1.5602,                 1.9636,                 1.4907,              0.0009406,              0.0009406,              0.0009406
                      9,                 1.3983,                 1.6455,                 1.4108,                0.52877,                0.47835,                0.46734,                0.30093,                 1.5318,                 1.7206,                 1.4753,              0.0009307,              0.0009307,              0.0009307
                     10,                 1.3706,                 1.5829,                 1.4009,                0.49789,                0.44587,                0.43905,                0.28504,                 1.5509,                 1.8154,                 1.5297,              0.0009208,              0.0009208,              0.0009208
                     11,                 1.3549,                 1.5758,                 1.4056,                0.50159,                 0.4664,                 0.4509,                0.30786,                 1.5209,                 1.7354,                 1.5128,              0.0009109,              0.0009109,              0.0009109
