                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.7326,                 3.9271,                 3.7105,                0.28467,                 0.3533,                0.22719,                0.12613,                 2.1413,                 3.2105,                  2.911,             0.00033077,             0.00033077,             0.00033077
                      2,                 2.0395,                  2.989,                 2.6413,                0.23115,                0.34184,                 0.2669,                 0.1652,                 1.8305,                 3.6645,                 2.3517,             0.00065753,             0.00065753,             0.00065753
                      3,                 1.8832,                 2.7304,                 2.2914,                 0.3668,                0.43559,                0.30219,                0.18754,                 1.8473,                 2.5781,                 2.2215,             0.00097769,             0.00097769,             0.00097769
                      4,                 1.7683,                 2.5291,                 2.1492,                0.30194,                0.43365,                0.33891,                0.20893,                 1.7108,                 2.3822,                 2.0604,              0.0009703,              0.0009703,              0.0009703
                      5,                 1.7096,                 2.3573,                 2.0364,                0.35033,                0.47009,                 0.3657,                0.23334,                 1.7128,                 2.2599,                  2.028,              0.0009703,              0.0009703,              0.0009703
                      6,                  1.659,                 2.2125,                 1.9629,                0.35552,                0.46964,                0.35456,                0.23243,                 1.6972,                 2.7462,                  1.966,              0.0009604,              0.0009604,              0.0009604
                      7,                 1.5949,                 2.1182,                 1.9204,                 0.3279,                0.44955,                0.27575,                0.16928,                 1.7248,                 4.2595,                 2.0061,              0.0009505,              0.0009505,              0.0009505
                      8,                 1.5817,                 2.0891,                 1.8922,                0.45917,                0.44113,                0.39867,                0.24568,                 1.6647,                 2.2232,                 1.9137,              0.0009406,              0.0009406,              0.0009406
                      9,                 1.5923,                 2.0069,                 1.8776,                0.49963,                0.44411,                 0.4298,                0.27592,                 1.6154,                   2.09,                 1.8889,              0.0009307,              0.0009307,              0.0009307
                     10,                 1.5585,                  1.966,                 1.8562,                0.43136,                0.46414,                0.43205,                0.28356,                 1.5952,                 2.0405,                 1.8601,              0.0009208,              0.0009208,              0.0009208
                     11,                 1.5412,                  1.927,                 1.8402,                0.52324,                0.45576,                0.45687,                0.30086,                 1.5752,                 2.0046,                 1.8517,              0.0009109,              0.0009109,              0.0009109
                     12,                 1.5029,                 1.8635,                 1.8059,                0.54183,                0.45445,                0.46491,                0.29423,                 1.6381,                 2.0204,                 1.8756,               0.000901,               0.000901,               0.000901
                     13,                 1.5325,                 1.9156,                 1.8095,                0.50988,                0.50094,                0.45811,                0.29898,                 1.5751,                   1.94,                  1.828,              0.0008911,              0.0008911,              0.0008911
                     14,                 1.4978,                 1.8272,                 1.7776,                0.51376,                0.45633,                0.45899,                0.30043,                 1.5579,                 1.9746,                 1.7901,              0.0008812,              0.0008812,              0.0008812
                     15,                 1.5012,                 1.8027,                 1.7749,                0.49792,                0.45501,                0.45351,                0.29977,                 1.5576,                 1.9137,                 1.8089,              0.0008713,              0.0008713,              0.0008713
                     16,                 1.4972,                 1.7865,                 1.7688,                0.52495,                0.47045,                0.45827,                 0.3028,                 1.5431,                 1.9337,                 1.7873,              0.0008614,              0.0008614,              0.0008614
                     17,                   1.48,                 1.7642,                 1.7545,                 0.4688,                0.49005,                0.44135,                0.29209,                 1.5728,                 1.9283,                 1.8212,              0.0008515,              0.0008515,              0.0008515
                     18,                 1.4495,                 1.7464,                 1.7409,                0.58194,                0.46463,                0.47548,                0.30909,                  1.602,                 1.9209,                 1.8129,              0.0008416,              0.0008416,              0.0008416
                     19,                 1.4571,                 1.7076,                 1.7266,                0.55146,                0.50754,                0.50575,                0.33521,                 1.5645,                 1.7947,                 1.8132,              0.0008317,              0.0008317,              0.0008317
                     20,                 1.4564,                  1.699,                 1.7474,                0.55322,                0.49737,                0.47822,                0.31598,                 1.5477,                 1.8828,                 1.7748,              0.0008218,              0.0008218,              0.0008218
                     21,                 1.4441,                 1.6682,                 1.7252,                0.51545,                0.46811,                0.46312,                0.30301,                 1.5562,                 1.9282,                 1.8139,              0.0008119,              0.0008119,              0.0008119
                     22,                 1.4172,                 1.6615,                 1.7064,                0.47264,                0.44994,                0.41986,                0.27107,                  1.563,                 2.1441,                 1.8028,               0.000802,               0.000802,               0.000802
                     23,                 1.4331,                 1.6199,                 1.6986,                0.52335,                0.48347,                0.47465,                0.31422,                 1.5368,                 1.8509,                  1.778,              0.0007921,              0.0007921,              0.0007921
                     24,                 1.4282,                 1.6596,                 1.7167,                 0.5297,                0.48553,                0.48171,                0.31903,                  1.542,                 1.8166,                 1.7899,              0.0007822,              0.0007822,              0.0007822
                     25,                  1.411,                 1.5953,                 1.6855,                0.57198,                0.49149,                0.50147,                0.33018,                 1.5657,                 1.8223,                 1.7799,              0.0007723,              0.0007723,              0.0007723
                     26,                 1.4159,                 1.5791,                 1.6926,                0.54926,                0.47194,                0.49009,                0.31696,                 1.5623,                 1.8145,                 1.7923,              0.0007624,              0.0007624,              0.0007624
                     27,                 1.4044,                 1.5536,                 1.6788,                0.60535,                0.48469,                0.51953,                0.34402,                 1.5428,                 1.8025,                 1.7743,              0.0007525,              0.0007525,              0.0007525
                     28,                 1.4078,                 1.5781,                 1.6772,                 0.5601,                0.48504,                0.49945,                 0.3323,                 1.5281,                 1.8037,                 1.7642,              0.0007426,              0.0007426,              0.0007426
                     29,                 1.3853,                  1.543,                 1.6807,                0.51529,                0.48963,                0.47664,                0.32339,                 1.5148,                 1.8332,                  1.759,              0.0007327,              0.0007327,              0.0007327
                     30,                 1.3745,                 1.5411,                 1.6651,                  0.522,                0.49296,                0.47787,                 0.3192,                 1.5436,                 1.8859,                 1.7707,              0.0007228,              0.0007228,              0.0007228
                     31,                 1.3808,                 1.4774,                 1.6551,                 0.5247,                0.46839,                0.47526,                0.31321,                 1.5379,                 1.8325,                 1.7533,              0.0007129,              0.0007129,              0.0007129
                     32,                 1.3977,                 1.5451,                 1.6888,                0.53573,                0.48766,                0.46582,                0.31164,                 1.5581,                 1.8876,                 1.8006,               0.000703,               0.000703,               0.000703
                     33,                 1.3733,                 1.4668,                 1.6635,                0.57247,                0.49848,                0.51115,                0.34384,                 1.5307,                 1.7559,                 1.7489,              0.0006931,              0.0006931,              0.0006931
                     34,                  1.378,                 1.4997,                 1.6501,                0.53006,                0.51981,                0.50779,                0.34204,                 1.5519,                 1.7956,                  1.773,              0.0006832,              0.0006832,              0.0006832
                     35,                 1.3453,                 1.4495,                 1.6339,                0.58919,                0.50952,                0.51368,                0.34597,                 1.5212,                 1.8265,                 1.7664,              0.0006733,              0.0006733,              0.0006733
                     36,                 1.3385,                 1.4618,                 1.6254,                0.55065,                0.50811,                0.49216,                0.33535,                 1.5493,                 1.8698,                 1.7815,              0.0006634,              0.0006634,              0.0006634
                     37,                 1.3722,                 1.4661,                 1.6684,                0.56792,                0.49285,                0.49936,                0.33329,                 1.5355,                 1.7994,                 1.7637,              0.0006535,              0.0006535,              0.0006535
                     38,                 1.3331,                 1.4356,                 1.6214,                0.52856,                0.50407,                0.49784,                0.33089,                 1.5251,                 1.7886,                 1.7717,              0.0006436,              0.0006436,              0.0006436
                     39,                 1.3553,                 1.4027,                 1.6124,                0.58073,                0.50467,                0.51295,                0.34267,                 1.5257,                 1.7739,                 1.7448,              0.0006337,              0.0006337,              0.0006337
                     40,                 1.3347,                 1.3941,                 1.6189,                0.56413,                0.48891,                0.51049,                0.34036,                 1.5085,                 1.7986,                  1.739,              0.0006238,              0.0006238,              0.0006238
                     41,                 1.3344,                 1.4021,                 1.5964,                 0.5351,                0.48341,                0.48517,                0.32163,                 1.5373,                 1.8225,                 1.7745,              0.0006139,              0.0006139,              0.0006139
                     42,                 1.3153,                 1.3612,                 1.5998,                 0.5775,                0.48609,                0.50099,                0.33568,                  1.515,                 1.7976,                  1.746,               0.000604,               0.000604,               0.000604
                     43,                 1.3239,                 1.3497,                 1.5957,                0.54562,                 0.5163,                0.50984,                0.34469,                 1.5425,                 1.7938,                 1.7526,              0.0005941,              0.0005941,              0.0005941
                     44,                 1.2992,                  1.308,                 1.5746,                 0.5353,                0.47721,                0.48896,                0.32911,                 1.5278,                 1.8083,                 1.7495,              0.0005842,              0.0005842,              0.0005842
                     45,                 1.3184,                 1.3385,                 1.5897,                0.53793,                0.48621,                0.48286,                0.32787,                 1.5482,                  1.838,                 1.7594,              0.0005743,              0.0005743,              0.0005743
