                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.4755,                 2.9533,                 1.5498,                0.27283,                0.27848,                0.22966,                0.14256,                  1.606,                 2.6307,                  1.603,             0.00033205,             0.00033205,             0.00033205
                      2,                 1.4904,                 2.3734,                 1.5225,                0.50076,                 0.3692,                0.37026,                 0.2436,                  1.612,                 2.2049,                 1.5825,              0.0006588,              0.0006588,              0.0006588
                      3,                 1.5077,                 2.1776,                 1.5185,                0.40154,                0.43788,                0.37978,                0.24189,                 1.6234,                 2.1903,                 1.6212,             0.00097894,             0.00097894,             0.00097894
                      4,                 1.4861,                  2.015,                 1.5065,                0.43669,                 0.3923,                0.33945,                0.20518,                 1.6287,                   2.16,                 1.5977,              0.0009703,              0.0009703,              0.0009703
                      5,                 1.4451,                 1.8982,                 1.4816,                0.44038,                0.43378,                0.41896,                0.27816,                 1.5542,                 1.8561,                 1.5763,              0.0009703,              0.0009703,              0.0009703
                      6,                 1.4313,                 1.8301,                 1.4669,                0.42311,                0.46577,                0.40419,                0.25564,                 1.5578,                 1.8717,                 1.5716,              0.0009604,              0.0009604,              0.0009604
                      7,                 1.4269,                  1.767,                 1.4599,                0.50883,                0.41349,                0.42686,                0.27301,                 1.5943,                 1.8815,                  1.586,              0.0009505,              0.0009505,              0.0009505
                      8,                 1.4283,                 1.7586,                 1.4586,                0.52791,                0.45694,                0.44054,                0.28895,                 1.5404,                 1.8038,                 1.5786,              0.0009406,              0.0009406,              0.0009406
                      9,                 1.4131,                 1.7428,                 1.4449,                0.50375,                0.44096,                0.42841,                0.28308,                 1.4985,                 1.7996,                 1.5127,              0.0009307,              0.0009307,              0.0009307
                     10,                 1.3808,                 1.6698,                 1.4423,                0.52253,                0.43791,                0.43322,                0.27809,                 1.5357,                 1.7934,                 1.5522,              0.0009208,              0.0009208,              0.0009208
