                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.7328,                 3.8753,                  3.732,                 0.2667,                0.34824,                0.18671,                0.08917,                  2.144,                 3.2261,                 3.1694,             0.00033077,             0.00033077,             0.00033077
                      2,                 2.0327,                 3.0047,                 2.7263,                0.28878,                 0.3871,                0.26899,                  0.143,                 1.8436,                 2.6279,                 2.4535,             0.00065753,             0.00065753,             0.00065753
                      3,                 1.8799,                 2.7501,                 2.3473,                 0.3803,                 0.3404,                0.28685,                0.17815,                 1.7564,                 2.9727,                  2.219,             0.00097769,             0.00097769,             0.00097769
                      4,                 1.7664,                 2.5785,                 2.1918,                 0.3168,                0.39815,                0.32363,                0.18534,                 1.7243,                 2.4823,                 2.1453,              0.0009703,              0.0009703,              0.0009703
                      5,                 1.7203,                 2.3659,                 2.0711,                0.34863,                0.43777,                0.32429,                0.18734,                 1.7172,                 2.4227,                 2.0941,              0.0009703,              0.0009703,              0.0009703
                      6,                 1.6832,                 2.3006,                 2.0499,                0.26433,                0.41963,                0.30696,                0.18303,                   1.64,                 2.3828,                 2.0012,              0.0009604,              0.0009604,              0.0009604
                      7,                 1.6357,                 2.1652,                 1.9693,                0.36681,                0.46727,                0.39373,                0.24254,                 1.6053,                 2.2259,                 1.9513,              0.0009505,              0.0009505,              0.0009505
                      8,                  1.571,                 2.1078,                 1.9233,                0.46853,                0.44939,                0.39833,                0.24075,                 1.5625,                 2.0857,                 1.9159,              0.0009406,              0.0009406,              0.0009406
                      9,                 1.5976,                 2.0417,                 1.9097,                0.42841,                0.46535,                0.42268,                0.26107,                 1.5766,                 2.0636,                 1.9129,              0.0009307,              0.0009307,              0.0009307
                     10,                  1.573,                  1.985,                 1.8811,                0.43605,                0.41111,                0.37084,                0.22566,                 1.5664,                 2.2744,                 1.9173,              0.0009208,              0.0009208,              0.0009208
                     11,                 1.5595,                 1.9519,                 1.8824,                0.41567,                 0.4738,                0.40865,                0.25253,                 1.5665,                  2.138,                 1.8749,              0.0009109,              0.0009109,              0.0009109
                     12,                 1.5602,                 1.9554,                 1.8579,                0.38493,                0.48437,                0.41469,                 0.2455,                 1.5348,                 1.9639,                 1.8705,               0.000901,               0.000901,               0.000901
                     13,                 1.4966,                 1.8735,                 1.8264,                0.40872,                0.43611,                0.37938,                0.22756,                 1.5641,                 2.1596,                 1.8643,              0.0008911,              0.0008911,              0.0008911
                     14,                 1.5197,                 1.8232,                 1.8186,                0.54409,                0.43053,                0.43184,                0.26563,                 1.5853,                 2.0273,                 1.8753,              0.0008812,              0.0008812,              0.0008812
                     15,                 1.5006,                 1.8145,                 1.7877,                 0.4972,                0.49635,                0.47451,                0.29461,                 1.5433,                 1.7841,                  1.838,              0.0008713,              0.0008713,              0.0008713
                     16,                 1.4926,                 1.8038,                  1.798,                0.46556,                0.51386,                0.46177,                0.28061,                 1.5336,                 1.8116,                 1.8435,              0.0008614,              0.0008614,              0.0008614
                     17,                 1.4722,                 1.7474,                 1.8009,                0.44421,                0.51492,                0.46673,                0.28849,                 1.5358,                 1.8442,                 1.8206,              0.0008515,              0.0008515,              0.0008515
                     18,                 1.4564,                 1.7355,                 1.7701,                0.47309,                0.50734,                0.47423,                0.29368,                 1.4881,                 1.7697,                 1.8044,              0.0008416,              0.0008416,              0.0008416
                     19,                 1.4744,                 1.7451,                  1.763,                0.47514,                0.50372,                 0.4727,                0.28982,                 1.5435,                 1.7429,                 1.8342,              0.0008317,              0.0008317,              0.0008317
                     20,                  1.447,                  1.714,                 1.7625,                0.46823,                0.48949,                0.45442,                0.28495,                 1.5143,                 1.9698,                 1.8446,              0.0008218,              0.0008218,              0.0008218
                     21,                 1.4441,                 1.7015,                 1.7686,                0.48942,                0.48753,                 0.4895,                0.29297,                 1.5162,                 1.7875,                 1.8105,              0.0008119,              0.0008119,              0.0008119
                     22,                 1.4263,                 1.6781,                 1.7273,                0.44315,                0.49827,                0.44738,                0.27999,                 1.5189,                 1.8462,                 1.8168,               0.000802,               0.000802,               0.000802
                     23,                 1.4429,                  1.624,                 1.7099,                0.55261,                0.48827,                0.52257,                0.32971,                 1.4527,                 1.6949,                 1.7575,              0.0007921,              0.0007921,              0.0007921
                     24,                 1.4217,                 1.6341,                 1.7336,                0.60021,                0.45822,                0.49997,                0.30947,                 1.4853,                 1.6809,                 1.7692,              0.0007822,              0.0007822,              0.0007822
                     25,                 1.4065,                 1.6275,                 1.7269,                0.48276,                0.50808,                 0.4681,                0.28586,                 1.4975,                 1.8137,                 1.7885,              0.0007723,              0.0007723,              0.0007723
                     26,                 1.3939,                 1.6304,                 1.7058,                0.50615,                0.48399,                0.49641,                0.31388,                 1.4599,                  1.693,                 1.7826,              0.0007624,              0.0007624,              0.0007624
                     27,                 1.3897,                  1.551,                 1.6922,                0.51259,                0.49419,                0.47625,                0.30134,                 1.4858,                 1.7236,                 1.7857,              0.0007525,              0.0007525,              0.0007525
                     28,                 1.4105,                 1.5921,                 1.6977,                0.50393,                0.48454,                0.46239,                 0.2859,                  1.535,                 1.8244,                 1.8182,              0.0007426,              0.0007426,              0.0007426
                     29,                 1.3822,                 1.5465,                 1.6782,                0.50179,                0.50043,                0.47795,                 0.3004,                 1.5161,                 1.8183,                 1.7933,              0.0007327,              0.0007327,              0.0007327
